5.564554532712702173e-01,5.331693018457775990e-01,5.233664132626160148e-01,5.150449579807186984e-01
2.537924545081682304e-01,3.109304323377056756e-01,3.306248969180871078e-01,4.809053130860760361e-01
3.833446569687345429e-01,2.742913430821247167e-01,2.282089891771605650e-01,2.635062357998429472e-01
2.552076946086084125e-02,1.374833421336583983e-01,2.568759666242717565e-02,1.570144737496400461e-02
5.737910353761165316e-01,3.266001752226924126e-01,3.380874372121103200e-01,3.565139987434617908e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.416077991154186422e-01,9.445692589713534926e-02,1.693786599009465543e-01,1.296806575935244010e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.692815275134048503e-01,4.162901796394433140e-01,4.042165980541526094e-01,6.087532203786126805e-01
2.534044107722274730e-01,6.738897995606203395e-01,4.567179657335869725e-01,2.895660272248918865e-01
6.297065985099548069e-01,5.387712582933776861e-01,3.635922997403481238e-01,3.364826712967507460e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.590303394366235246e-01,6.179568280238586508e-01,7.665553205644983770e-01,4.478400263991003105e-01
7.299982653957003409e-01,9.113270570903002632e-01,7.250989402984165944e-01,7.052262371711599531e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
